number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
4,2,2890,15067,2,0,0,3,9,2890,0,2003,0,122036,52.7966,-114.097,3090,15398,1,50,515000
4,2,2560,12760,1,0,0,4,7,1760,800,1949,0,122006,52.9247,-114.493,1760,6384,2,77,790000
3,2,1650,7104,2,0,0,3,8,1650,0,1945,1986,122050,52.9353,-114.564,1730,7104,2,65,643500
3,2,1810,5733,1,0,0,4,7,1010,800,1926,0,122009,52.8009,-114.578,1260,4680,2,80,515000
4,2,2280,2432,2,0,0,5,8,1520,760,1921,0,122028,52.8905,-114.545,1690,2099,1,54,597000
3,1,1400,4914,2,0,0,3,7,1400,0,1929,0,122007,52.911,-114.554,1400,3744,1,57,470000
3,2,1610,7900,1,0,0,4,8,1310,300,1960,0,122050,52.9888,-114.55,2210,7700,3,68,430000
4,3,3020,7203,2,0,0,3,9,3020,0,2014,0,122010,52.9248,-114.368,3010,7215,1,72,879950
4,4,2530,3000,2,0,0,3,8,1850,680,2014,0,122052,52.7219,-114.526,1470,6000,3,60,382000
2,2,1240,705,2,0,0,3,7,1150,90,2009,0,122012,52.7621,-114.263,1240,750,2,77,315000
4,2,1990,7320,1,0,0,4,7,1030,960,1965,0,122064,52.7537,-114.566,1320,7320,2,75,450000
2,1,860,7204,1,0,0,3,7,860,0,1918,0,122034,52.7661,-114.541,1200,7500,2,63,284000
5,3,3710,13874,2,0,3,4,9,2340,1370,1977,0,122027,52.7986,-114.344,3370,13874,2,71,1250000
4,2,1980,4745,2,0,0,3,7,1980,0,2004,0,122024,52.5795,-114.23,1980,4878,1,66,335000
4,2,2007,4968,2,0,0,3,9,2007,0,2009,0,122023,52.5601,-114.381,2189,5852,1,76,305950
4,3,2450,15002,1,0,0,5,9,2450,0,1974,0,122031,52.6568,-114.533,2650,15055,1,55,530000
4,2,1610,9652,1,0,0,5,7,1610,0,1969,0,122035,52.5581,-114.325,1220,9800,2,63,215000
3,2,1360,1236,2,0,0,3,8,1140,220,2006,0,122047,52.8498,-114.489,1620,1231,2,73,500000
5,2,1950,9000,1,0,0,3,7,1130,820,1964,0,122052,52.7182,-114.529,1680,9526,2,50,275000
4,3,3100,10245,2,0,0,3,10,3100,0,1999,0,122005,52.9158,-114.297,3140,9028,3,59,792000
3,2,1280,1920,3,0,0,3,8,1280,0,2009,0,122004,52.8921,-114.514,1450,1900,2,64,552000
4,3,2310,5000,2,0,0,3,7,2310,0,2006,0,122024,52.5914,-114.225,1980,5000,3,68,309950
4,2,3190,9856,2,0,0,3,8,3190,0,1979,0,122046,52.6745,-114.316,2260,7996,2,57,387500
3,2,1470,4322,2,0,0,3,7,1470,0,1985,0,122011,52.7972,-114.208,1610,4322,2,79,491500
4,2,1800,2752,2,0,0,3,8,1800,0,2014,0,122034,52.7465,-114.536,1800,2752,2,61,338800
3,2,2280,5000,2,0,3,4,9,2280,0,1926,0,122004,52.8874,-114.468,2200,5000,2,52,1330000
3,2,2420,4725,2,0,0,3,8,2420,0,2014,0,122024,52.601,-114.208,2370,4200,2,71,369946
3,1,1490,8995,1,0,0,4,7,1490,0,1954,0,122056,52.7201,-114.493,1490,9000,3,54,207000
3,2,1250,8084,1,0,0,4,7,1250,0,1967,0,122039,52.5664,-114.466,1340,7680,2,76,209000
2,2,1610,6300,1,0,0,3,7,1010,600,1941,0,122059,52.784,-114.494,1370,5225,3,65,346500
4,3,3180,194278,2,0,0,3,10,3180,0,2005,0,122015,52.7011,-114.274,2200,178160,2,60,890000
4,2,1890,6938,2,0,0,3,8,1890,0,1919,0,122009,52.8196,-114.579,1700,6250,3,50,825000
2,2,1600,4000,1,0,0,5,7,850,750,1918,0,122047,52.8708,-114.49,1860,4000,3,71,690000
3,1,1840,5000,1,0,0,4,7,920,920,1953,0,122031,52.685,-114.54,1250,8100,3,70,185000
4,4,3900,8391,2,0,0,3,10,3900,0,2006,0,122010,52.9279,-114.395,3820,12268,2,73,1040000
4,2,2470,8686,1,0,0,4,7,1270,1200,1974,0,122046,52.6671,-114.356,1900,7350,1,71,360000
3,2,2260,7200,1,0,3,3,7,1130,1130,1941,0,122054,52.8186,-114.478,2260,6000,1,50,759000
3,2,1900,8100,1,0,0,4,7,950,950,1940,0,122006,52.9297,-114.509,1400,6380,1,60,520500
2,2,1510,5319,2,0,0,4,8,1510,0,1978,0,122005,52.8947,-114.32,1740,6160,2,76,406500
4,4,6380,88714,2,0,0,3,12,6380,0,2006,0,122011,52.7892,-114.205,3040,7113,3,80,1820000
4,2,1910,6960,2,0,0,5,8,1910,0,1941,0,122028,52.9193,-114.538,1360,3300,1,63,835000
5,2,2080,217800,1,0,0,5,7,2080,0,1963,0,122069,52.6184,-114.594,1670,213008,1,62,480000
4,4,2760,4000,2,0,2,3,8,2000,760,1926,2014,122064,52.7987,-114.564,1690,4000,2,65,765000
3,2,1050,4590,1,0,0,3,7,850,200,1949,0,122006,52.9243,-114.48,1770,5400,1,76,438924
4,2,1480,47045,1,0,0,5,6,1480,0,1942,0,122056,52.7109,-114.49,1530,11000,2,57,283000
3,2,1360,4840,2,0,0,3,8,1360,0,1936,0,122064,52.7787,-114.566,1450,4840,3,67,382000
6,5,6160,27490,2,0,0,3,11,4040,2120,2007,0,122019,52.8394,-114.213,4225,9100,3,78,1280000
2,1,1100,4160,1,0,0,3,7,1100,0,1919,0,122061,52.8652,-114.542,1900,4000,3,73,625000
5,4,3760,4702,2,0,0,3,9,2780,980,2014,0,122033,52.9502,-114.413,2950,5981,1,70,799950
3,2,1980,4500,2,0,0,3,7,1980,0,2012,0,122035,52.5982,-114.307,1980,4500,2,60,317750
3,2,1290,5757,1,0,0,3,7,1290,0,1994,0,122023,52.5475,-114.36,1580,6798,1,63,200000
4,2,2310,9624,2,0,0,3,8,2310,0,1984,0,122012,52.7686,-114.243,1940,9636,3,53,597750
4,2,2510,5936,2,0,0,3,9,2510,0,1998,0,122020,52.8147,-114.222,2760,6060,1,78,665000
4,2,2120,57050,2,0,0,3,9,2120,0,1989,0,122021,52.9911,-114.318,3320,39082,1,67,475000
3,2,3150,9258,1,0,1,3,8,2370,780,1970,0,122012,52.7871,-114.27,2740,10274,1,56,450000
3,2,2134,1984,2,0,0,3,8,2134,0,2008,0,122012,52.7702,-114.217,2170,1984,3,74,611000
3,1,1230,10170,1,0,0,3,7,1230,0,1979,0,122025,52.6737,-113.962,1380,10098,3,56,255000
1,1,1090,990,1,0,0,4,6,1090,0,1924,0,122051,52.77,-114.459,1830,5000,2,56,463500
2,1,1470,6120,1,0,0,2,7,1470,0,1940,0,122006,52.9214,-114.477,1840,6120,3,54,400000
4,3,1540,4140,2,0,0,5,7,1540,0,1902,0,122026,52.9028,-114.586,1460,5000,1,59,624000
3,2,2880,36820,2,0,0,3,10,2880,0,1992,0,122037,52.996,-114.234,3190,36820,1,74,710800
2,2,2160,17861,2,1,4,4,9,2160,0,1956,0,122052,52.732,-114.575,2660,18530,2,58,1200000
3,1,890,8400,1,0,0,4,6,890,0,1954,0,122053,52.7468,-114.394,1850,5565,1,50,283000
2,2,982,846,2,0,0,3,8,806,176,2006,0,122038,52.9334,-114.535,1010,3844,2,74,250000
3,2,1800,3253,2,0,0,3,7,1800,0,2001,0,122059,52.7701,-114.482,1800,3081,3,78,300000
5,2,2250,7945,1,0,0,4,7,1360,890,1977,0,122033,52.9616,-114.411,1820,7866,2,51,446950
4,2,2070,8473,1,0,0,4,8,1250,820,1976,0,122010,52.8908,-114.38,2070,9499,3,52,775000
4,1,1940,5753,2,0,0,3,7,1940,0,1947,0,122050,52.9488,-114.548,2170,6075,2,61,401000
3,3,1370,1194,3,0,0,3,8,1370,0,2004,0,122026,52.9018,-114.578,1800,2678,2,59,469000
4,2,3960,38615,2,0,0,3,10,3960,0,2000,0,122037,52.9549,-114.214,3290,43560,2,59,805000
3,2,2760,17377,2,0,0,3,9,2760,0,2002,0,122053,52.7229,-114.378,1940,8504,3,78,545000
2,1,1080,3420,1,0,0,4,7,780,300,1922,0,122026,52.9015,-114.583,1380,3656,3,70,550000
4,2,3010,5040,2,0,0,3,8,3010,0,2006,0,122038,52.939,-114.54,1090,5040,3,57,500000
4,1,1270,6459,2,0,0,3,7,1270,0,1918,0,122051,52.7741,-114.463,1300,4100,1,59,226000
3,1,1320,3625,2,0,0,3,7,1320,0,1900,0,122044,52.8349,-114.478,1660,5438,1,51,464000
3,2,1300,12240,1,0,0,3,7,1300,0,1963,0,122058,52.967,-114.433,2040,9326,3,78,365000
3,2,1200,8404,1,0,0,3,7,1200,0,1964,0,122070,52.6782,-114.459,2120,12000,1,72,219950
3,2,2180,15693,1,0,0,4,8,1850,330,1979,0,122020,52.822,-114.272,2270,24000,3,50,545000
2,2,1860,2670,2,0,0,4,8,1860,0,1986,0,122027,52.7736,-114.377,1860,2531,2,79,462370
5,2,2040,8996,1,0,2,4,7,1020,1020,1962,0,122029,52.818,-114.308,1950,8270,2,55,561750
2,2,1220,5000,1,0,0,5,7,860,360,1921,0,122042,52.7206,-114.394,1120,5000,2,52,253000
3,2,1440,7673,1,0,0,3,7,940,500,1982,0,122067,52.6334,-114.368,1440,8418,3,65,249000
3,2,1720,4006,2,0,0,3,8,1720,0,1994,0,122011,52.799,-114.197,1780,3974,1,64,535000
3,2,2540,9520,1,0,0,3,8,1500,1040,1959,0,122006,52.9134,-114.496,1870,6800,1,72,690000
4,2,3310,6500,2,0,0,3,8,3310,0,2012,0,122008,52.745,-114.06,2380,5000,2,80,555000
3,1,1640,18144,2,0,0,3,6,1640,0,1942,0,122056,52.7327,-114.52,1500,9065,2,72,308000
3,2,1340,7200,2,0,0,4,7,1340,0,1923,0,122051,52.7901,-114.455,1630,5760,2,55,545000
3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,122035,52.5921,-114.3,1010,12635,1,56,204000
4,4,4010,9654,2,0,0,3,10,4010,0,2007,0,122048,52.8191,-114.39,1870,9873,3,63,1740000
4,1,1460,6000,1,0,0,4,7,730,730,1941,0,122063,52.7252,-114.414,1190,6000,2,52,239950
6,4,3160,5000,2,0,0,3,8,3160,0,1989,0,122026,52.9048,-114.574,1740,5000,3,59,848750
4,4,4740,126759,2,0,0,4,10,4740,0,1991,0,122012,52.6749,-114.169,3060,118047,3,53,1050000
2,1,1500,8015,1,0,0,3,6,1500,0,1947,0,122052,52.7327,-114.538,1130,8015,3,75,235000
3,2,1800,8000,1,0,0,3,8,1800,0,1972,0,122029,52.8657,-114.309,1950,8500,2,54,665000
2,2,2260,280962,2,0,2,3,9,1890,370,2005,0,122041,52.8659,-114.13,2860,219542,1,77,649000
4,4,4420,7902,2,0,0,3,10,3350,1070,2004,0,122008,52.7627,-114.05,3440,7851,2,72,730000
3,1,1140,5500,2,0,0,4,6,1140,0,1908,0,122032,52.8906,-114.585,1690,4400,2,71,476000
3,2,1240,949,3,0,0,3,8,1240,0,2008,0,122028,52.8788,-114.524,1310,1140,3,64,543000
2,1,840,4239,1,0,0,3,7,840,0,1948,0,122064,52.7619,-114.572,1120,4494,3,73,325000
3,2,1880,6818,2,0,0,3,8,1880,0,1993,0,122067,52.6506,-114.373,1970,7000,2,51,325000
3,2,1320,6600,1,0,0,3,7,1320,0,1988,0,122056,52.7138,-114.52,1070,6594,3,75,292000
3,2,1200,5700,1,0,0,5,7,1200,0,1942,0,122063,52.7331,-114.432,1190,6384,1,62,272000
3,2,1480,1165,3,0,0,3,8,1480,0,2006,0,122054,52.8499,-114.49,1480,1231,1,78,520000
3,1,1010,14510,1,0,0,5,7,1010,0,1974,0,122035,52.5737,-114.268,2020,44866,3,69,270000
3,2,1700,1156,2,0,2,3,9,1320,380,2002,0,122003,52.8673,-114.559,1710,1686,3,79,585000
3,2,1720,1916,2,0,0,3,7,1720,0,2005,0,122015,52.7195,-114.356,1760,1916,3,69,280000
3,2,1940,219527,1,0,0,3,7,1940,0,1991,0,122024,52.6514,-114.21,2060,108900,1,57,520000
3,2,1180,1262,3,0,0,3,8,1180,0,2010,0,122003,52.8681,-114.565,1180,2632,3,51,472000
4,1,1270,3630,2,0,0,3,7,1270,0,1903,0,122044,52.8435,-114.497,1420,4848,2,62,402500
3,2,2260,5500,2,0,0,3,7,1280,980,1910,0,122007,52.911,-114.578,1790,5355,2,61,405000
4,2,1750,9000,1,0,0,3,8,1410,340,1977,2003,122005,52.8703,-114.295,2120,9600,2,54,625000
5,3,3750,8279,2,0,0,3,9,3750,0,2001,0,122019,52.8339,-114.25,3450,8279,2,50,910000
6,8,12050,27600,2,0,3,4,13,8570,3480,1910,1987,122013,52.8598,-114.513,3940,8800,1,50,7700000
4,3,3270,5187,2,0,0,3,9,3110,160,2014,0,122005,52.9266,-114.323,3600,5825,2,72,1030000
2,1,1070,189486,1,0,0,3,6,1070,0,1942,0,122037,52.9499,-114.275,1970,60548,1,66,299000
2,1,920,43560,1,0,0,4,5,920,0,1923,0,122036,52.7545,-114.121,1530,11875,2,50,255000
2,1,790,5240,1,0,0,4,6,790,0,1925,0,122051,52.7603,-114.478,1430,5320,1,63,299800
4,2,2650,7945,2,0,0,3,9,2650,0,2006,0,122022,52.9413,-114.486,1200,7920,1,58,699000
4,2,2980,12075,1,0,0,3,8,1910,1070,2007,0,122053,52.7374,-114.362,2240,12075,3,59,495000
5,2,2740,5400,2,0,0,3,8,2740,0,2005,0,122067,52.6336,-114.395,2900,5476,1,69,378800
3,2,3300,11525,1,0,0,5,8,1650,1650,1961,0,122043,52.6413,-114.505,1950,9680,3,57,360500
4,4,3460,7702,2,0,0,3,10,3460,0,2010,0,122020,52.8242,-114.167,3380,7464,3,80,855000
6,3,3470,117612,2,0,0,3,7,3470,0,1924,0,122058,52.9963,-114.424,2120,17100,3,65,475000
4,2,1990,12950,1,0,0,4,8,1850,140,1968,0,122027,52.7734,-114.356,2090,12850,3,50,524400
3,2,1660,1458,3,0,0,3,9,1660,0,2014,0,122054,52.8176,-114.499,1660,1784,1,79,559950
3,2,1540,1326,3,0,0,3,8,1390,150,1995,0,122003,52.8757,-114.564,1680,1592,2,68,499000
3,2,1590,8285,1,0,0,4,8,1590,0,1956,0,122048,52.8155,-114.384,1970,8970,1,77,750000
5,4,3330,5042,2,0,2,3,9,2470,860,2014,0,122028,52.8797,-114.529,1780,3990,1,79,1380000
3,1,960,6500,1,0,0,4,5,960,0,1954,0,122053,52.727,-114.361,1150,6500,2,52,225000
3,2,1510,6597,1,0,0,4,6,950,560,1939,0,122054,52.8238,-114.505,1460,5320,1,79,410000
3,1,840,9480,1,0,0,3,6,840,0,1960,0,122018,52.5577,-114.531,840,9420,3,72,86500
3,3,2240,11536,2,0,0,3,7,2240,0,1943,2005,122063,52.7186,-114.435,1650,8760,3,52,323500
4,2,2180,11132,1,0,0,4,8,1620,560,1978,0,122018,52.5487,-114.557,1950,13801,2,50,275000
4,2,2420,10735,2,0,0,3,7,2420,0,1967,0,122005,52.9199,-114.312,1570,9540,1,77,525000
3,2,1580,9187,1,0,0,3,8,1180,400,1993,0,122024,52.5838,-114.237,1620,6397,3,73,263000
2,1,1120,7797,1,0,0,3,6,1120,0,1948,0,122042,52.7171,-114.41,2180,7200,2,51,216180
2,1,1070,9750,1,0,0,3,7,1070,0,1947,0,122014,52.9832,-114.508,1500,8775,3,70,327000
2,2,2390,7489,1,0,0,3,8,2390,0,2007,0,122045,52.9543,-114.222,2170,7489,1,77,699950
3,2,2380,11200,1,0,0,4,8,2380,0,1963,0,122048,52.8173,-114.383,2010,11200,2,79,921000
5,4,2815,4900,2,0,0,3,9,2815,0,2011,0,122065,52.5724,-114.369,2798,4900,3,52,491000
4,2,2200,11250,2,0,0,5,7,1300,900,1920,0,122010,52.9145,-114.391,2320,10814,2,53,698000
3,2,1380,4290,1,0,0,3,7,1080,300,1955,0,122026,52.904,-114.569,1510,3900,3,59,525000
3,2,1620,12309,2,0,0,3,7,1620,0,1987,0,122019,52.8488,-114.219,2030,13963,2,67,473000
4,2,1960,6177,1,0,0,4,8,1960,0,1967,0,122018,52.5431,-114.573,2010,8162,2,70,275000
4,3,3090,9571,2,0,0,3,9,2370,720,2004,0,122005,52.9358,-114.321,3630,9110,1,73,751000
4,4,3870,35889,2,0,0,3,10,2530,1340,2001,0,122012,52.6977,-114.2,3020,35366,3,70,589900
4,3,2140,8100,2,0,0,4,7,2140,0,1990,0,122018,52.5375,-114.549,1960,7002,1,72,304400
3,2,1580,9750,1,0,0,5,7,1580,0,1954,0,122060,52.657,-114.521,1460,9750,3,70,289000
4,2,3010,9000,2,0,0,3,8,3010,0,2008,0,122015,52.7287,-114.337,3250,5531,3,70,530000
4,3,3820,8114,2,0,0,3,10,3820,0,2005,0,122048,52.8137,-114.384,2440,9195,3,51,1620000
4,2,2050,12500,1,0,0,3,7,1300,750,1965,0,122043,52.65,-114.509,1790,7900,2,62,260000
3,2,1660,8307,1,0,0,4,8,1660,0,1961,0,122038,52.9875,-114.542,2510,7800,3,74,405000
3,2,1660,6250,1,0,0,3,7,830,830,1980,0,122009,52.8159,-114.575,1660,5750,2,56,410000
3,2,1620,5000,1,0,0,3,7,920,700,1954,0,122007,52.911,-114.562,1610,5000,3,61,514000
4,4,2640,5900,2,0,2,3,8,2640,0,1937,1998,122016,52.7721,-114.573,1700,5900,1,51,850000
3,3,2200,3885,2,0,0,3,8,2200,0,2002,0,122019,52.8471,-114.218,2710,6000,1,55,572000
4,4,3680,18804,2,0,0,3,10,3680,0,1990,0,122019,52.8493,-114.204,3200,15954,2,79,675000
3,2,1270,6600,2,0,0,5,7,1270,0,1903,0,122054,52.8276,-114.485,1490,3600,1,71,449000
5,2,3370,5092,2,0,0,3,7,3370,0,2006,0,122024,52.5894,-114.226,2910,5092,3,64,405000
3,2,1960,43332,1,0,0,4,7,1400,560,1982,0,122037,52.969,-114.238,2010,44431,2,51,425000
3,2,2810,435600,2,0,0,3,9,2810,0,1995,0,122025,52.7116,-113.891,2380,92007,3,73,745000
5,3,4050,35600,2,0,0,3,12,4050,0,1990,0,122027,52.7765,-114.312,4770,33880,3,52,1010000
2,1,770,7554,1,0,0,3,6,770,0,1946,0,122050,52.9357,-114.55,1390,7500,3,54,385000
4,2,1450,3600,2,0,0,3,7,1250,200,1902,0,122054,52.8285,-114.488,1680,3600,3,57,431000
2,2,6840,10000,2,1,4,3,11,4350,2490,2001,0,122029,52.8342,-114.302,3120,12300,3,61,3280000
3,2,1280,1520,2,0,0,3,8,1080,200,2008,0,122026,52.8951,-114.558,1280,1681,1,70,490000
3,2,2000,7111,1,0,0,4,7,1360,640,1956,0,122050,52.9976,-114.563,1830,9000,1,60,427000
4,2,3070,5762,2,0,0,3,10,3070,0,2000,0,122020,52.8147,-114.27,3630,6500,2,78,725786
3,2,1500,9656,1,0,0,3,7,1170,330,1989,0,122055,52.9627,-114.172,1690,9656,3,61,329500
3,2,1550,8509,1,0,0,3,7,1150,400,1959,0,122034,52.7599,-114.534,1840,7620,2,61,369000
1,1,720,123710,1,0,0,4,6,720,0,1935,0,122023,52.5193,-114.274,1860,297514,3,62,250000
5,2,3180,13806,2,0,0,4,10,3180,0,1990,0,122010,52.882,-114.372,3180,13798,1,76,800866
4,2,2220,15600,1,0,0,5,7,1140,1080,1963,0,122053,52.722,-114.356,1670,4800,1,69,374000
4,2,1870,6693,2,0,0,3,7,1870,0,1996,0,122040,52.5074,-114.489,1650,6518,1,59,299000
4,2,2120,9603,2,0,0,3,8,2120,0,1985,0,122012,52.7648,-114.243,1990,9611,3,64,575000
3,2,2080,9162,1,0,0,3,7,1370,710,1960,0,122049,52.8146,-114.358,1870,8944,1,66,638700
5,3,2590,6180,1,0,0,3,7,1330,1260,1960,0,122051,52.781,-114.462,1560,6180,2,78,599000
4,2,1790,11875,1,0,0,4,7,1490,300,1969,0,122012,52.752,-114.237,1870,11760,1,50,410000
5,3,2400,15781,1,0,0,4,7,1200,1200,1974,0,122019,52.852,-114.249,2390,7500,1,50,406550
3,2,1780,7332,2,0,0,3,7,1780,0,1987,0,122024,52.5893,-114.241,1510,7625,3,50,272450
3,1,1040,42180,1,0,0,2,6,1040,0,1947,0,122042,52.6818,-114.389,1270,24090,3,59,170000
3,1,1110,8593,1,0,0,3,7,1110,0,1979,0,122014,52.9895,-114.499,1780,8593,3,71,299900
4,3,2520,8433,2,0,0,3,8,2520,0,2014,0,122022,52.9514,-114.479,1890,7772,1,52,689950
3,2,2120,9736,2,0,0,3,9,2120,0,1988,0,122017,52.9674,-114.409,2490,8763,2,62,531000
6,3,3320,15600,1,0,0,4,8,1660,1660,1977,0,122023,52.5283,-114.356,2330,15360,1,60,400000
3,1,1100,10125,1,0,0,3,7,1100,0,1969,0,122035,52.597,-114.297,1570,10650,2,77,168500
3,2,1260,1211,3,0,0,3,8,1260,0,2004,0,122028,52.9269,-114.533,1270,1211,1,73,336000
4,2,1980,10051,1,0,0,3,7,1980,0,1969,2003,122023,52.5531,-114.293,1520,10125,2,53,279000
3,1,1660,6992,1,0,0,5,7,1260,400,1952,0,122014,52.9876,-114.508,1390,7359,1,80,412000
5,3,2350,4178,2,0,0,3,8,1520,830,1922,2015,122047,52.8688,-114.49,1920,4178,2,64,585000
3,2,2660,13367,2,0,2,3,10,2660,0,1992,0,122048,52.8801,-114.407,2660,13367,1,50,1900000
4,2,3300,28433,2,0,0,3,9,3300,0,1998,0,122015,52.7372,-114.302,3550,26386,3,76,725000
3,2,1080,9262,1,0,0,3,7,1080,0,1968,0,122063,52.7183,-114.438,1090,9262,2,63,185000
4,2,2560,43560,2,0,0,3,8,2560,0,1989,0,122024,52.5992,-114.237,2130,10150,2,56,390000
4,2,3220,8379,2,0,0,3,10,3220,0,2004,0,122033,52.9343,-114.382,2720,7635,2,69,748000
3,2,2360,9938,1,0,0,3,8,1690,670,1987,0,122012,52.7674,-114.243,2280,9626,3,51,572000
3,2,1239,6036,1,0,0,3,7,1239,0,2009,0,122065,52.5989,-114.365,2060,5746,1,54,253101
4,2,2190,6578,2,0,0,3,7,2190,0,2004,0,122008,52.7605,-114.037,2190,5416,1,76,435000
5,5,8010,45517,2,1,4,3,12,5990,2020,1999,0,122010,52.9067,-114.401,3430,26788,2,60,5110000
2,2,1440,15000,1,0,0,3,7,1440,0,1985,0,122021,52.9948,-114.349,1780,15000,3,62,365000
3,2,3110,217800,2,0,0,3,9,3110,0,2001,0,122023,52.5581,-114.314,2220,217800,3,56,559000
3,2,1900,9737,1,0,0,4,7,1200,700,1968,0,122067,52.6425,-114.397,1670,9737,3,63,275000
4,2,2090,6906,2,0,0,4,8,2090,0,1992,0,122011,52.8018,-114.186,2090,6370,3,55,601000
3,2,1110,9762,1,0,0,4,7,1110,0,1963,0,122005,52.906,-114.34,1900,9720,3,54,416000
4,2,2410,7069,2,0,0,3,9,2410,0,1993,0,122033,52.9394,-114.424,2240,7184,3,68,635000
3,2,1570,43350,1,0,3,4,7,1570,0,1967,0,122068,52.4677,-114.206,1570,220849,2,63,325000
4,2,2060,7283,1,0,0,3,8,1220,840,1963,2013,122014,52.9735,-114.507,1500,8134,1,55,410000
3,2,1400,2036,2,0,0,3,7,1400,0,2003,0,122016,52.7816,-114.572,1500,2036,2,69,346100
3,2,1610,22496,1,0,0,4,7,1610,0,1974,0,122035,52.5743,-114.263,2050,35772,1,52,338950
3,2,1900,7680,1,0,0,3,7,1260,640,1959,0,122063,52.7381,-114.456,2000,7740,1,64,220000
3,2,2680,4775,2,0,2,5,8,1880,800,1913,0,122061,52.8633,-114.537,2280,5947,3,61,1360000
3,1,1280,7572,1,0,0,4,6,1280,0,1958,0,122046,52.6791,-114.366,1170,7667,3,58,175000
3,2,1970,9600,1,0,0,4,7,1300,670,1967,0,122040,52.5124,-114.491,1710,7703,3,54,294700
2,2,1233,1244,2,0,0,3,7,963,270,2007,0,122016,52.7833,-114.571,1230,1300,3,71,360000
5,2,2500,8621,2,0,0,4,7,2500,0,1968,0,122033,52.9679,-114.375,1980,7395,2,69,525000
3,2,2420,23507,1,0,0,4,8,2420,0,1969,0,122012,52.7407,-114.217,2540,22257,3,65,774888
4,1,1390,18000,1,0,0,3,7,1390,0,1955,2013,122066,52.6185,-114.474,1390,18000,3,69,234000
6,3,2744,9926,2,0,0,3,7,2744,0,2006,0,122072,52.5073,-114.406,2470,9926,2,60,300000
3,2,1710,4920,2,0,0,3,7,1710,0,1990,0,122064,52.7647,-114.566,1500,4920,2,74,415000
4,1,1440,7100,2,0,0,3,7,1440,0,1906,0,122026,52.9025,-114.586,1490,5000,1,79,500000
4,2,2301,6452,2,0,0,3,9,2301,0,2010,0,122039,52.576,-114.459,2650,6054,2,76,375500
2,1,1100,3500,1,0,0,5,7,1100,0,1908,0,122006,52.9041,-114.513,2050,4000,3,53,474000
3,1,1600,7161,1,0,0,3,8,1600,0,1953,0,122051,52.7807,-114.451,1760,8280,1,80,475000
3,2,2430,5500,2,0,0,3,8,1810,620,1989,0,122010,52.9112,-114.386,2040,5500,2,62,791000
2,1,930,6900,1,0,2,3,7,930,0,1952,0,122063,52.736,-114.432,1910,7194,3,75,287000
4,4,3660,4903,2,0,0,3,9,2760,900,2014,0,122033,52.9484,-114.346,3630,4992,2,73,809950
4,2,1590,8779,1,0,0,3,8,1590,0,2001,0,122055,52.9708,-114.164,2090,9600,3,72,337000
4,1,2080,5500,1,0,0,3,7,1040,1040,1941,0,122007,52.9138,-114.576,1280,4000,1,51,480000
3,2,1830,12233,2,0,0,4,5,1830,0,1930,0,122068,52.4357,-114.193,1520,12233,3,75,212000
3,2,2330,6346,2,0,0,3,6,1600,730,1934,2014,122052,52.7435,-114.57,1380,8400,1,56,420000
4,2,2280,43692,1,0,0,3,7,1140,1140,1957,1984,122024,52.6367,-114.22,2580,37938,1,67,446000
3,2,2420,7548,1,0,0,4,8,1370,1050,1967,0,122018,52.5412,-114.566,2150,8000,1,59,282000
2,1,820,16030,1,0,0,4,5,820,0,1923,0,122068,52.4339,-114.193,1880,14046,1,71,185000
3,2,1840,7350,1,0,0,3,8,1310,530,1976,0,122033,52.9389,-114.42,1860,7000,1,78,432100
4,2,2350,18800,1,0,2,3,8,2350,0,1959,0,122049,52.8204,-114.367,3050,14640,1,77,620000
4,4,2770,10505,2,0,0,3,8,2770,0,1940,2015,122038,52.9712,-114.545,1760,10505,1,72,285000
3,1,960,5424,2,0,0,3,6,960,0,1916,0,122006,52.9297,-114.51,1550,5687,1,79,362500
3,2,1350,7588,1,0,0,3,7,1350,0,1993,0,122062,52.5423,-114.213,1470,7341,1,51,241250
3,2,2140,7641,1,0,0,3,8,1290,850,1979,0,122053,52.7353,-114.376,2090,8000,3,52,339950
4,2,1970,15743,1,0,0,3,7,1370,600,1962,0,122017,52.9973,-114.392,2390,11336,1,78,405000
4,3,2160,8148,1,0,0,3,7,1410,750,1978,0,122022,52.9561,-114.496,2060,8100,3,56,435000
2,2,1710,4189,1,0,1,5,7,1160,550,1951,0,122016,52.7586,-114.573,1530,5608,1,57,453500
4,2,3350,35298,2,0,0,4,9,3350,0,1985,0,122045,52.8806,-114.226,2620,35604,1,75,720500
4,2,2200,6400,2,0,0,3,8,2200,0,2010,0,122015,52.7156,-114.346,2600,5870,1,64,460000
4,2,1870,6000,2,0,0,3,7,1870,0,1956,0,122022,52.9455,-114.505,1520,7169,3,64,310000
4,3,2730,54014,1,0,0,3,9,1560,1170,2007,0,122015,52.7433,-114.3,2730,111274,1,70,625000
3,2,1420,8580,1,0,0,3,6,1420,0,1962,0,122018,52.5376,-114.552,1200,8580,2,50,224097
3,2,1300,877,2,0,0,3,7,1060,240,2008,0,122032,52.8891,-114.582,1320,1414,3,76,417000
